row_id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
162,0.15362943998227518,0.0007585246488451963,-0.04226200420409441,0.0027363636717200185,3.16500663751403e-07,-0.001990706895788494,-0.000540322450300057,8.180153866610418e-06,0.0011877002194523728,0.022492371990034954,0.01374005760997534,0.012088454701006396,0.0008207277456919274,0.011297206034262972,-0.00054231341928244,5.701391647261004e-05,0.013046881041179079,0.011601263036330559,0.020299265546103323
148,-0.23066001969079175,-0.017950499902168907,0.049193377407888574,-0.0033240125079949576,1.9888083140305138e-07,-0.002238925372560832,-0.0007782298947374098,9.252217908696977e-06,-0.0008388224989175861,0.02299415836731593,0.013620798699557783,0.013288390176991615,0.0009643938268224355,0.011400028690695755,-0.0005576836317777606,8.794955909250991e-05,0.012829229322572548,0.012210055130223428,-0.026769253239035614
24,0.13323198891555268,0.052181269470602275,-0.03563547415658832,0.0037924234072367383,1.0641912619180349e-07,-0.002229859679937357,-0.0007048194607098915,1.1058437327534273e-05,-0.0009868229739367952,0.02908300222828984,-0.0618223633058369,0.014120342737684628,-0.0032702490501105874,0.011246479998032246,0.001835769669463229,-0.00017403844743967,0.01585559763014317,0.013411450212200483,-0.03149847125634551
27,-0.3452625659729043,-0.024853517518689236,0.07274972875292103,0.002571696856369572,-3.1410406029057834e-08,0.004190102654198799,-0.0005813242060442777,8.13340147336368e-06,0.0007453988430400667,-0.056671358676006395,-0.04272989881535372,-0.023227403691659373,0.0005825771515567991,-0.02944981303066016,-0.0002873131074011247,0.00010352666800220757,0.008749259077012532,-0.028751592536767335,0.014813523652652899
76,-0.07774487114200988,0.01828740693628788,0.03294848570600153,-0.0035980362817645043,2.380087971547614e-07,0.006430486254394051,-0.0007856358091036497,9.292364120484786e-06,0.0013874211162328818,0.025736573301255703,0.015329486851890858,-0.030335181814928853,-0.0035572213307022912,0.01280671942979097,-0.0006186845650275515,8.720565587281894e-05,0.014941679102679087,0.012980889081954957,0.022969158024837566
42,0.13391407110417883,-0.002849854137748476,-0.03827665507172545,-0.0035177946525315564,2.499297261232547e-07,-0.0022718493516246615,-0.0005930420011282106,1.0127183049925733e-05,0.0013091805701454472,0.02501362593223652,0.015380937755107876,0.013292615239818876,0.0007589451471964465,0.012083071706195686,-0.00047673099984724593,7.244033738971571e-05,0.014325990471988903,-0.037170506939291956,0.020850454599907003
50,0.1511086024281879,-0.05974506521907943,-0.05365662784005204,-0.004249955117702498,-4.967674610787768e-08,-0.0021921906620264095,0.003201699803272872,1.2457594275471865e-05,-0.0008739777778585764,-0.08000902885571123,-0.06465644833321373,0.01455235955615837,0.0006817416101694007,0.009724107583363858,-0.00044438641518354294,0.00014386521652341028,0.01515615734582145,-0.04254156710890433,-0.027793808827797566
13,-0.3340039423853159,0.008691179131468137,0.09121362848828236,-0.0030362334474921273,1.3610968986494756e-07,0.005470962685843305,-0.0008239975819985049,8.308875064048695e-06,0.0011717509850859575,0.02255873712400595,0.012491314001381393,-0.026689179949462415,0.0009555858621994595,0.010233413825432454,-0.0005108722671866295,9.087671836217198e-05,0.01198641105244557,0.010968612221380078,-0.02600040437032779
218,-0.2365828593075275,-0.0494180698816975,0.031266440513233344,0.0030385279158751124,4.49890891670209e-08,0.005822788377602893,-0.0007220707088709024,9.09127295016405e-06,-0.0008409150441487668,-0.06520722128450872,0.013116511044402918,-0.029161649557451402,-0.003143130615353578,0.008576558375110229,-0.0003903816267848044,0.00011130392551423594,0.011074428614228951,0.011236248090863224,-0.024863939012090358
238,-0.10323036261523762,0.016529751668373744,0.03848661399756869,0.0035581630840897465,-2.7980655432566226e-07,-0.001990541207293662,-0.0007260776932040934,1.149810850620501e-05,-0.0008325849908093751,-0.07795418243855239,-0.0651185305789113,-0.031749741832415274,-0.0022342794512708944,-0.032820027085642016,0.0010745127623279862,-0.0002599405497312526,0.012020736783742903,-0.03946617323284346,-0.02334771039585273
55,0.13820123388742406,-0.05456822343791525,-0.046712149567902095,0.003592919521033753,-2.0116567439609767e-09,-0.002158656201014924,-0.0006807797029614477,1.261706774433278e-05,-0.0009613062565525405,-0.07403445946673552,0.01557876592501999,-0.03247533249358337,0.0006460136299331944,-0.04309938261906308,-0.000406412668526183,0.0001264592198034209,0.013207528404891486,0.012332116762797045,-0.031241621722777686
262,0.14826097644865513,-0.07246395469953616,-0.04464521383866668,0.0031126691401004874,2.7795632681857735e-07,-0.0021288880830009787,-0.0005733441188931603,9.784127275131357e-06,0.001272815341750784,-0.06270804692059755,0.014797097655634082,0.012083457236488647,0.0008630330860614951,0.011518971621990204,-0.0005036595712105407,6.596960127352308e-05,0.013373058649400868,0.01200801776101193,0.021519153832147513
