row_id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
603,-0.12029752353206276,-0.007932592917544142,0.022830821536481374,-1.0177909086153103e-05,-0.004635703706492982,0.00020625360154857426,-0.012475194670259954,-0.00018055844431122056,0.0006201373009631998,-0.03825326142832638,-0.03212743696291,-0.0032044173032045368,-0.0013868324117114114,0.011963797699039179,-0.0107557313532258,-0.01322332931527248,-0.067799822211576,0.01382847380513945,-0.016798434133330983
527,-0.2797021583576377,0.07056847817574936,0.15118958584343395,5.58537120621284e-06,-0.004051060248166319,-0.00035975227287660924,-0.01114118098126104,-0.00017636101072034116,0.0006153085874393699,0.03382069029534857,-0.02545959399547428,-0.0027940855082124517,-0.0011059086536988633,-0.02084999416644374,-0.004837272684089845,-0.004219205511423438,-0.07800812017172577,0.014010686764183135,-0.015672015667272114
100,0.05811497468501329,0.0538188731779034,0.020422801670307914,1.238581414024729e-05,0.029785535112023347,0.0002794527945419294,0.0035969647485762876,-0.0002781114851435178,0.0009248269970218182,0.0576607309250782,-0.038273620152225095,-0.003774217683821919,-0.0014376803549627458,0.018862617934743562,-0.007858110228553407,-0.007650804356671874,-0.07007031102354329,0.02128526041284204,-0.020067254168291887
109,0.11009981151670217,0.015811598369230826,-0.01701361292973162,-5.331064263982647e-06,0.02899890511296689,0.00031685272542139137,0.0036992048596342364,-0.0002611062303185414,-0.0010734717144320384,0.061942092183356466,-0.033896343608697255,-0.002465466476666419,0.0026311681217824345,0.02408574733883141,-0.016342516758789623,-0.02124190424724171,0.08289789153107752,-0.02629093721508979,0.042337396585692966
325,0.28996301673663166,0.011678294007045517,-0.06570725762906174,-3.1281107415898992e-06,-0.004937283645073569,0.00034189922114215054,0.003418255470072231,-0.0002390007736782195,0.0009741547952095674,0.06028583913110196,0.03235369143697122,-0.0013903172686696025,0.002800744563962033,0.02155142154699813,-0.015949263749644168,-0.01911396785018345,0.0733102949662134,0.021338724802869056,-0.011273781992495067
166,0.19508656558425477,0.02899201130494476,-0.03292682419375826,-9.19756790002807e-06,0.023362245646615817,0.0002926505108674417,0.0036449870187789273,-0.0002191960314909628,0.0010089159198105348,0.05487218942803639,0.029726188275963062,0.021456091338768607,0.0016977478687961848,0.023255656370893135,-0.008363218515490503,-0.008231148870351425,0.07379343962296843,0.018820896587955455,0.039616832677274956
216,0.22485743703631067,-0.011004859704213839,-0.07146764401501667,4.893423368542797e-06,-0.005448129959404464,0.0003526086825877406,0.0039474025772263666,-0.0002912845214207982,-0.00113369214038056,-0.03522185311963161,0.03631731543689966,0.028201908990740765,0.0026759279829760333,0.026634037213710438,-0.016485948665067543,-0.009209693603528047,0.08667833296116444,0.02428712691956511,-0.022423823988065125
51,-0.12186493115344398,-0.03596190052106977,-0.01643870213224242,-7.988379026456783e-06,-0.003136964278916519,-0.00046913643678029573,-0.009537142909442381,-0.00012009563234944961,-0.00046767485638459817,-0.05268284270074219,-0.033480541707637416,-0.017671823482960463,-0.0032730078386763797,-0.023882072456181052,0.023605765126024688,0.03024978223877649,-0.07678749358591934,-0.016711713916932543,-0.013888024690871435
96,-0.03444875876729688,0.015376626752937834,0.017237246070678034,-3.144737953939917e-06,-0.004791120762626336,0.0002699909700701701,0.002983967176017665,-0.00022608629738290453,-0.0008657278555134993,-0.0359250467736274,-0.03245343549332272,0.023893758563014362,-0.0009373571320126552,-0.027121915789321067,-0.0067251063697040024,-0.006741859299751625,0.06904029937771458,0.01782910238485784,-0.020324141934203604
385,-0.03339267351664602,-0.013551507733451817,-0.003916508938806756,1.140935346477523e-06,-0.005528326015919442,-0.0006392739961544741,-0.015990553929780923,-0.00023554474736253486,0.0009056919595847509,-0.03851865544294318,-0.035493520681435874,-0.0034349875462551965,0.0029219829508413883,0.01877005896841487,-0.014431077141004299,-0.01829672685979555,0.06849602356553076,0.01887538696328799,-0.02244433992852767
